kind,code,class_name,prof,room,date1,date2,start,end,kwan_name
전선,XB00012,모바일프로그래밍,이승진,6202,월,수,13:30,14:45,정보과학관
전선,XB00015,프론트엔드개발,이승진,6202,월,수,15:00,16:15,정보과학관
전선,XB00027,백엔드프레임워크,이승진,6202,월,수,16:30,17:45,정보과학관
전선,XB00008,웹프로그래밍,이승진,6202,월,,09:00,11:50,정보과학관
전선,XB00037,Java프로그래밍,김선형,6202,화,목,13:30,14:45,정보과학관
전탐,VI00001,C프로그래밍,김선형,6202,화,목,15:00,16:15,정보과학관
"전탐, 전선",XB00037,Java프로그래밍,김선형,6202,화,목,16:30,17:45,정보과학관
전선,XB00021,Python프로그래밍,박경호,6206,금,,09:00,11:50,정보과학관
전선,XB00025,인공지능,김명철,6206,목,,09:00,11:50,정보과학관
전선,XB00033,소프트웨어캡스톤디자인,이승진,6206,수,,09:00,11:50,정보과학관
"전탐, 전선",XB00005,데이터베이스,김덕봉,6206,월,수,12:00,13:15,정보과학관
전필,XA00007,컴퓨터그래픽스,임충규,6206,월,수,13:30,14:45,정보과학관
전탐,VI00001,C프로그래밍,이상윤,6206,월,수,15:00,16:15,정보과학관
전선,XB00020,Python프로젝트,류석,6206,월,,09:00,11:50,정보과학관
"전탐, 전선",XE00003,데이터기초수학2,백지현,6206,화,목,12:00,13:15,정보과학관
전필,PC00020,캡스톤디자인-콘텐츠제작프로젝트1,이영아,6402,화,목,13:30,14:45,정보과학관
전선,PA00018,고급3D제작,김대우,6403,금,,09:00,11:50,정보과학관
전선,PA00008,디지털음악I,현종찬,6403,금,,12:00,14:50,정보과학관
전선,PA00038,고급영상합성,김현근,6403,금,,15:00,17:50,정보과학관
전선,PA00005,3D캐릭터애니메이션1,박남기,6403,수,,09:00,11:50,정보과학관
전필,PC00010,3D모델링,신미현,6403,수,,12:00,14:50,정보과학관
전필,PA00024,영상디자인I,고일준,6403,수,,15:00,17:50,정보과학관
전탐,VM00010,전공탐색세미나(디지털콘텐츠전공),박남기,6403,수,,18:00,18:50,정보과학관
전탐,VD00003,디지털기초디자인,박남기,6403,월,,09:00,11:50,정보과학관
전선,PC00004,스톱모션애니메이션제작실습,전승배,6403,월,,12:00,14:50,정보과학관
전선,PA00006,창의적CG캐릭터개발,김대우,6403,화,목,15:00,16:15,정보과학관
전필,PA00021,디지털라이팅과랜더링,김대우,6403,화,,09:00,11:50,정보과학관
전선,PC00018,모바일게임아트워크프로세스,박선영,6403,화,,12:00,14:50,정보과학관
교필,AC00012,대학생활세미나I(IT융합2반),이하규,6404,금,,10:00,11:50,정보과학관
교필,AC00012,대학생활세미나I(IT융합6반),이하규,6404,금,,13:00,14:50,정보과학관
전선,XC00012,리눅스시스템,박정식,6404,목,,09:00,11:50,정보과학관
"전탐, 전선",XC00021,논리회로설계,박정식,6404,화,목,13:30,14:45,정보과학관
전선,XC00013,컴퓨터네트워크,박정식,6404,화,목,15:00,16:15,정보과학관
전필,XC00036,정보통신공학캡스톤디자인,박정식,6404,화,,09:00,11:50,정보과학관
전탐,VI00012,전공탐색세미나(정보통신공학전공),박정식,6404,화,,18:00,18:50,정보과학관
교필,AC00012,대학생활세미나I(IT융합4반),이상윤,6405,금,,10:00,11:50,정보과학관
교필,AC00012,대학생활세미나I(IT융합8반),이상윤,6405,금,,13:00,14:50,정보과학관
전선,XE00004,고급머신러닝,홍성준,6405,목,,09:00,11:50,정보과학관
전탐,VI00017,전공탐색세미나(인공지능전공),이상윤,6405,수,,18:00,18:50,정보과학관
전선,XE00006,딥러닝프레임워크,이상윤,6405,월,수,13:30,14:45,정보과학관
전선,XE00007,확률과랜덤변수,이상윤,6405,월,수,16:30,17:45,정보과학관
"전선, 전필",XE00002,머신러닝,홍성준,6405,화,목,12:00,13:15,정보과학관
전탐,VI00002,Python프로그래밍,홍성준,6405,화,목,13:30,14:45,정보과학관
전선,XE00005,고급Python프로그래밍,홍성준,6405,화,,09:00,11:50,정보과학관
전선,XC00015,모바일프로그래밍,이종현,6406,금,,09:00,11:50,정보과학관
전선,XC00018,보안시스템,이종현,6406,금,,12:00,14:50,정보과학관
전선,XC00035,생활속의보안,이종현,6406,금,,15:00,17:50,정보과학관
"전탐, 전선",XC00034,사물인터넷기초,정인철,6406,수,,09:00,11:50,정보과학관
전선,XC00008,디지털통신,정인철,6406,월,수,13:30,14:45,정보과학관
전탐,VI00001,C프로그래밍,이하규,6406,월,수,15:00,16:15,정보과학관
전탐,VI00016,Java프로그래밍,이하규,6406,월,수,16:30,17:45,정보과학관
전선,XC00033,사물인터넷응용,정인철,6406,월,,09:00,11:50,정보과학관
전탐,VI00007,사물인터넷기초,유상신,6406,화,목,15:00,16:15,정보과학관
전선,XB00039,사물인터넷캡스톤디자인,유상신,6406,화,,09:00,11:50,정보과학관
